ft,km,transmission,oem,model,modelYear,price,Insurance Validity,Color,Displacement,Turbo Charger,Super Charger,Location,RTO_grouped
Petrol,77501.0,Manual,Honda,Honda Jazz,2016,517000.0,Comprehensive,Brown,1199.0,False,False,Bangalore,Karnataka
Petrol,40000.0,Manual,Maruti,Maruti Swift Dzire,2016,620000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,48325.0,Automatic,Honda,Honda City,2014,750000.0,Third Party,White,1497.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Manual,Tata,Tata Nexon,2022,1220000.0,Third Party,Other,1199.0,True,False,Bangalore,Karnataka
Petrol,69000.0,Manual,Maruti,Maruti Swift,2015,575000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Diesel,110000.0,Manual,Jeep,Jeep Compass,2018,1250000.0,Third Party,Other,1956.0,True,False,Bangalore,Unknown
Petrol,50000.0,Manual,Hyundai,Hyundai Verna,2016,868000.0,Third Party,Other,1591.0,False,False,Bangalore,Karnataka
Petrol,20000.0,Manual,Hyundai,Hyundai i20,2021,980000.0000000001,Third Party,Other,998.0,True,False,Bangalore,Unknown
Petrol,14999.0,Automatic,Maruti,Maruti Swift,2022,900000.0,Third Party,White,1197.0,False,False,Bangalore,Karnataka
Petrol,90773.0,Manual,Honda,Honda Jazz,2016,550000.0,Comprehensive,White,1199.0,False,False,Bangalore,Karnataka
Diesel,90000.0,Manual,Skoda,Skoda Rapid,2012,450000.0,Third Party,Gray,1598.0,True,False,Bangalore,Unknown
Petrol,64917.0,Manual,Maruti,Maruti Swift,2017,610000.0,Zero Dep,White,1197.0,False,False,Bangalore,Karnataka
Petrol,70235.0,Manual,Honda,Honda Jazz,2017,543000.0,Comprehensive,Brown,1199.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Manual,Hyundai,Hyundai i20,2021,980000.0000000001,Third Party,Other,998.0,True,False,Bangalore,Unknown
Petrol,78782.0,Manual,Honda,Honda Jazz,2016,535000.0,Zero Dep,Brown,1199.0,False,False,Bangalore,Karnataka
Diesel,164000.0,Manual,Mahindra,Mahindra XUV500,2014,850000.0,Comprehensive,Purple,2179.0,True,False,Bangalore,Karnataka
Petrol,72136.0,Manual,Maruti,Maruti Ciaz,2016,661000.0,Third Party,Silver,1373.0,False,False,Bangalore,Karnataka
Petrol,52486.0,Manual,Maruti,Maruti Swift,2015,505000.0,Comprehensive,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,36887.0,Manual,Honda,Honda WR-V,2017,865000.0,Third Party,Silver,1199.0,False,False,Bangalore,Karnataka
Petrol,47962.0,Manual,Hyundai,Hyundai Venue,2019,999000.0,Comprehensive,Blue,998.0,True,False,Bangalore,Karnataka
Diesel,100000.0,Manual,Maruti,Maruti Swift Dzire,2012,550000.0,Third Party,White,1248.0,True,False,Bangalore,Unknown
Petrol,90000.0,Automatic,Volkswagen,Volkswagen Polo,2013,520000.0,Third Party,Other,1197.0,True,False,Bangalore,Karnataka
Petrol,116624.0,Manual,Maruti,Maruti Baleno,2016,616000.0,Zero Dep,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,54561.0,Manual,Maruti,Maruti Ciaz,2019,795000.0,Zero Dep,Silver,1462.0,False,False,Bangalore,Karnataka
Diesel,120000.0,Manual,Toyota,Toyota Innova,2013,1275000.0,Third Party,Other,2494.0,True,False,Bangalore,Karnataka
Petrol,65072.0,Manual,Honda,Honda Jazz,2016,624000.0,Comprehensive,Red,1199.0,False,False,Bangalore,Karnataka
Petrol,133532.0,Manual,Hyundai,Hyundai Grand i10,2017,549000.0,Zero Dep,Other,1197.0,False,False,Bangalore,Karnataka
Diesel,120000.0,Manual,Toyota,Toyota Innova,2010,760000.0,Third Party,Other,2494.0,True,False,Bangalore,Karnataka
Petrol,39886.0,Manual,Maruti,Maruti Swift Dzire,2013,524000.0,Comprehensive,Orange,1197.0,False,False,Bangalore,Karnataka
Diesel,80000.0,Manual,Mahindra,Mahindra XUV500,2019,1650000.0,Third Party,White,2179.0,True,False,Bangalore,Karnataka
Diesel,56976.0,Manual,Maruti,Maruti Swift,2015,583000.0,Comprehensive,Other,1248.0,True,False,Bangalore,Karnataka
Petrol,68303.0,Manual,Volkswagen,Volkswagen Vento,2020,1147000.0,Zero Dep,White,999.0,True,False,Bangalore,Karnataka
Diesel,54000.0,Automatic,Skoda,Skoda Rapid,2016,825000.0,Comprehensive,Gray,1498.0,True,False,Bangalore,Karnataka
Petrol,72348.0,Manual,Volkswagen,Volkswagen Polo,2018,755000.0,Third Party,Gray,1199.0,False,False,Bangalore,Karnataka
Petrol,70000.0,Manual,Hyundai,Hyundai Creta,2015,875000.0,Comprehensive,Silver,1591.0,False,False,Bangalore,Karnataka
Petrol,62696.0,Manual,Volkswagen,Volkswagen Polo,2021,855000.0000000001,Third Party,White,999.0,False,False,Bangalore,Karnataka
Petrol,65000.0,Manual,Hyundai,Hyundai Grand i10,2016,525000.0,Comprehensive,Orange,1197.0,False,False,Bangalore,Karnataka
Petrol,36000.0,Automatic,Hyundai,Hyundai Grand i10,2017,650000.0,Comprehensive,Silver,1197.0,False,False,Bangalore,Karnataka
Diesel,199000.0,Manual,Toyota,Toyota Innova,2011,950000.0,Comprehensive,White,2494.0,False,False,Bangalore,Karnataka
Petrol,71905.0,Automatic,Honda,Honda City,2018,846000.0000000001,Zero Dep,Brown,1497.0,False,False,Bangalore,Karnataka
Petrol,69748.0,Manual,Maruti,Maruti Swift,2013,424000.0,Comprehensive,Red,1197.0,False,False,Bangalore,Karnataka
Petrol,44000.0,Manual,Maruti,Maruti Alto,2008,210000.0,Comprehensive,Other,796.0,False,False,Bangalore,Karnataka
Petrol,95678.0,Manual,Renault,Renault Duster,2020,889000.0,Comprehensive,White,1330.0,True,False,Bangalore,Karnataka
Diesel,114427.0,Manual,Ford,Ford Ecosport,2018,836000.0,Comprehensive,Red,1498.0,True,False,Bangalore,Karnataka
Petrol,64655.0,Manual,Honda,Honda Brio,2012,334000.0,Comprehensive,White,1198.0,False,False,Bangalore,Karnataka
Diesel,50000.0,Manual,Jeep,Jeep Compass,2018,1450000.0,Third Party,Other,1956.0,True,False,Bangalore,Karnataka
Diesel,90000.0,Manual,Volkswagen,Volkswagen Vento,2011,219000.0,Third Party,Other,1598.0,True,False,Bangalore,Unknown
Diesel,20000.0,Manual,Hyundai,Hyundai Venue,2022,1285000.0,Third Party,Other,1493.0,True,False,Bangalore,Unknown
Diesel,150000.0,Manual,Toyota,Toyota Innova,2008,455000.0,Third Party,Other,2494.0,True,False,Bangalore,Karnataka
Petrol,10000.0,Manual,Maruti,Maruti Baleno,2022,825000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,40000.0,Manual,Honda,Honda City,2018,825000.0,Third Party,Other,1497.0,False,False,Bangalore,Karnataka
Diesel,40000.0,Manual,Ford,Ford Ecosport,2020,919999.9999999999,Third Party,Blue,1498.0,True,False,Bangalore,Karnataka
Diesel,20000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2018,3300000.0,Third Party,Other,2143.0,True,False,Bangalore,Unknown
Diesel,91598.0,Manual,Ford,Ford Ecosport,2017,729000.0,Third Party,Red,1498.0,True,False,Bangalore,Karnataka
Petrol,57521.0,Manual,Maruti,Maruti Celerio,2015,432000.0,Comprehensive,Other,998.0,False,False,Bangalore,Karnataka
Diesel,100000.0,Manual,Renault,Renault Duster,2016,700000.0,Third Party,Other,1461.0,True,False,Bangalore,Karnataka
Petrol,7598.0,Manual,Hyundai,Hyundai Verna,2021,1499000.0,Comprehensive,Other,1497.0,False,False,Bangalore,Karnataka
Petrol,38520.0,Manual,Renault,Renault Duster,2017,762000.0,Comprehensive,Brown,1598.0,False,False,Bangalore,Karnataka
Diesel,110455.0,Manual,Renault,Renault Duster,2014,632000.0,Comprehensive,Brown,1461.0,True,False,Bangalore,Karnataka
Petrol,26901.0,Automatic,Hyundai,Hyundai Venue,2020,1218000.0,Comprehensive,Red,998.0,True,False,Bangalore,Karnataka
Petrol,65376.0,Automatic,Hyundai,Hyundai Grand i10,2017,524000.0,Zero Dep,White,1197.0,False,False,Bangalore,Karnataka
Diesel,28177.0,Manual,Mahindra,Mahindra XUV500,2018,1405000.0,Comprehensive,Red,2179.0,True,False,Bangalore,Karnataka
Petrol,30000.0,Automatic,MG,MG Hector,2021,1889999.9999999998,Comprehensive,White,1451.0,True,False,Bangalore,Karnataka
Petrol,27000.0,Automatic,Hyundai,Hyundai Creta,2018,1275000.0,Third Party,White,1591.0,False,False,Bangalore,Karnataka
Petrol,90000.0,Automatic,Hyundai,Hyundai i10,2010,275000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Petrol,20000.0,Manual,Honda,Honda City,2022,1125000.0,Third Party,Other,1497.0,False,False,Bangalore,Karnataka
Petrol,82998.0,Automatic,Honda,Honda City,2016,650000.0,Comprehensive,Red,1497.0,False,False,Bangalore,Karnataka
Petrol,14500.0,Manual,Honda,Honda City,2019,1100000.0,Third Party,Gray,1497.0,False,False,Bangalore,Unknown
Petrol,68000.0,Automatic,Hyundai,Hyundai i10,2010,395000.0,Comprehensive,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,25887.0,Manual,Hyundai,Hyundai Xcent,2019,681000.0,Third Party,White,1197.0,False,False,Bangalore,Karnataka
Petrol,74094.0,Manual,Maruti,Maruti S-Presso,2020,405000.0,Comprehensive,Other,998.0,False,False,Bangalore,Karnataka
Petrol,40000.0,Automatic,Honda,Honda Jazz,2018,765000.0,Comprehensive,White,1199.0,False,False,Bangalore,Karnataka
Diesel,91045.0,Manual,Maruti,Maruti Ritz,2014,487000.0,Third Party,Red,1248.0,True,False,Bangalore,Karnataka
Diesel,80033.0,Manual,Mahindra,Mahindra XUV500,2018,1474000.0,Third Party,White,2179.0,True,False,Bangalore,Karnataka
Diesel,70000.0,Automatic,Mahindra,Mahindra XUV500,2017,1340000.0,Third Party,Other,2179.0,True,False,Bangalore,Karnataka
Petrol,13957.0,Automatic,Renault,Renault Triber,2021,770000.0,Comprehensive,Blue,999.0,False,False,Bangalore,Karnataka
Petrol,34140.0,Automatic,Maruti,Maruti Baleno,2018,818000.0,Third Party,Gray,1197.0,False,False,Bangalore,Karnataka
Petrol,20056.0,Manual,Ford,Ford Ecosport,2017,724000.0,Comprehensive,White,1497.0,False,False,Bangalore,Karnataka
Petrol,38233.0,Automatic,Maruti,Maruti Celerio,2016,468000.0,Comprehensive,Red,998.0,False,False,Bangalore,Karnataka
Diesel,50000.0,Manual,Ford,Ford Ecosport,2016,600000.0,Third Party,Blue,1498.0,True,False,Bangalore,Unknown
Diesel,70000.0,Manual,Mahindra,Mahindra XUV500,2017,1350000.0,Third Party,Other,2179.0,True,False,Bangalore,Karnataka
Petrol,44000.0,Manual,Hyundai,Hyundai Grand i10,2016,525000.0,Comprehensive,Orange,1197.0,False,False,Bangalore,Karnataka
Petrol,30000.0,Automatic,Maruti,Maruti Ciaz,2016,725000.0,Third Party,Other,1373.0,False,False,Bangalore,Unknown
Petrol,50000.0,Manual,Hyundai,Hyundai Grand i10,2018,550000.0,Third Party,Other,1197.0,False,False,Bangalore,Unknown
Petrol,98000.0,Manual,Maruti,Maruti Swift,2019,650000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Petrol,47000.0,Automatic,Honda,Honda Jazz,2017,775000.0,Comprehensive,Green,1199.0,False,False,Bangalore,Karnataka
Petrol,70000.0,Manual,Hyundai,Hyundai Verna,2019,900000.0,Third Party,Other,1591.0,False,False,Bangalore,Karnataka
Petrol,16998.0,Manual,Maruti,Maruti Alto 800,2020,408000.0,Comprehensive,Silver,796.0,False,False,Bangalore,Karnataka
Petrol,15256.0,Automatic,Hyundai,Hyundai Grand i10,2017,642000.0,Comprehensive,Orange,1197.0,False,False,Bangalore,Karnataka
Petrol,4495.0,Automatic,Datsun,Datsun RediGO,2020,521000.0,Comprehensive,Black,999.0,False,False,Bangalore,Karnataka
Petrol,34561.0,Manual,Renault,Renault Triber,2020,695000.0,Zero Dep,White,999.0,False,False,Bangalore,Karnataka
Petrol,40000.0,Manual,Maruti,Maruti Alto K10,2018,390000.0,Third Party,Other,998.0,False,False,Bangalore,Karnataka
Petrol,142135.0,Manual,Tata,Tata Tiago,2016,429000.0,Comprehensive,Orange,1199.0,False,False,Bangalore,Karnataka
Petrol,9553.0,Automatic,Maruti,Maruti Wagon R,2019,625000.0,Third Party,Brown,1197.0,False,False,Bangalore,Karnataka
Petrol,7600.0,Manual,Renault,Renault KWID,2022,601000.0,Zero Dep,Blue,999.0,False,False,Bangalore,Karnataka
Diesel,120000.0,Manual,Jeep,Jeep Compass,2017,1300000.0,Third Party,Other,1956.0,True,False,Bangalore,Karnataka
Petrol,20000.0,Automatic,Hyundai,Hyundai Grand i10,2017,645000.0,Comprehensive,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,45578.0,Manual,Hyundai,Hyundai i20,2016,695000.0,Third Party,Red,1197.0,False,False,Bangalore,Karnataka
Petrol,42000.0,Manual,Ford,Ford Ecosport,2019,894999.9999999999,Comprehensive,Silver,1497.0,False,False,Bangalore,Karnataka
Petrol,90000.0,Manual,Hyundai,Hyundai i10,2013,350000.0,Third Party,Other,1197.0,False,False,Bangalore,Karnataka
Diesel,70000.0,Manual,Hyundai,Hyundai Verna,2012,550000.0,Third Party,Other,1582.0,True,False,Bangalore,Karnataka
Petrol,16306.0,Manual,Maruti,Maruti Ignis,2017,581000.0,Comprehensive,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,25086.0,Manual,Maruti,Maruti Wagon R,2020,513000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Petrol,54845.0,Manual,Maruti,Maruti Baleno,2017,650000.0,Third Party,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,22173.0,Automatic,Maruti,Maruti Baleno,2016,725000.0,Third Party,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,67790.0,Manual,Hyundai,Hyundai Grand i10,2014,426000.0,Third Party,Black,1197.0,False,False,Bangalore,Karnataka
Petrol,38000.0,Manual,Maruti,Maruti Alto K10,2019,484999.99999999994,Comprehensive,Other,998.0,False,False,Bangalore,Karnataka
Petrol,49713.0,Manual,Honda,Honda Brio,2012,351000.0,Third Party,White,1198.0,False,False,Bangalore,Karnataka
Petrol,10002.0,Manual,Renault,Renault KWID,2021,490000.00000000006,Third Party,Red,999.0,False,False,Bangalore,Karnataka
Diesel,46706.0,Manual,Mahindra,Mahindra XUV500,2017,1495000.0,Third Party,Gray,2179.0,True,False,Bangalore,Karnataka
Diesel,90000.0,Manual,Maruti,Maruti Swift,2014,509999.99999999994,Third Party,Other,1248.0,True,False,Bangalore,Unknown
Petrol,55833.0,Automatic,Volkswagen,Volkswagen Polo,2017,1025000.0,Third Party,White,1197.0,True,False,Bangalore,Karnataka
Diesel,54000.0,Manual,Skoda,Skoda Rapid,2016,825000.0,Comprehensive,Gray,1498.0,True,False,Bangalore,Karnataka
Diesel,68000.0,Manual,Ford,Ford Ecosport,2016,675000.0,Comprehensive,Silver,1498.0,True,False,Bangalore,Karnataka
Diesel,113348.0,Manual,Ford,Ford Figo,2010,190000.0,Comprehensive,Gray,1399.0,True,False,Bangalore,Karnataka
Petrol,52311.0,Manual,Maruti,Maruti Swift,2014,554000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Petrol,59514.0,Manual,Maruti,Maruti Swift Dzire,2014,499000.0,Comprehensive,Black,1197.0,False,False,Bangalore,Karnataka
Petrol,36743.0,Manual,Maruti,Maruti Baleno,2020,719000.0,Third Party,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,83046.0,Manual,Maruti,Maruti Celerio,2015,372000.0,Third Party,Silver,998.0,False,False,Bangalore,Karnataka
Petrol,10000.0,Automatic,Maruti,Maruti Celerio,2018,515000.00000000006,Third Party,Other,998.0,False,False,Bangalore,Karnataka
Petrol,59420.0,Manual,Honda,Honda Jazz,2016,554000.0,Third Party,Silver,1199.0,False,False,Bangalore,Karnataka
Petrol,70404.0,Manual,Maruti,Maruti Swift,2011,409999.99999999994,Third Party,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,39725.0,Manual,Maruti,Maruti Ciaz,2016,685000.0,Third Party,Silver,1373.0,False,False,Bangalore,Karnataka
Diesel,10000.0,Automatic,Kia,Kia Seltos,2022,1800000.0,Third Party,Other,1493.0,True,False,Bangalore,Karnataka
Petrol,60000.0,Manual,Maruti,Maruti Wagon R,2006,180000.0,Third Party,Other,998.0,False,False,Bangalore,Karnataka
Petrol,50000.0,Manual,Ford,Ford Ecosport,2018,765000.0,Third Party,Other,1497.0,False,False,Bangalore,Karnataka
Petrol,10000.0,Manual,MG,MG Hector,2023,1950000.0,Third Party,Other,1451.0,False,False,Bangalore,Karnataka
Diesel,23272.0,Manual,Ford,Ford Ecosport,2021,1175000.0,Third Party,Silver,1498.0,True,False,Bangalore,Karnataka
Petrol,8407.0,Manual,Ford,Ford Ecosport,2020,999000.0,Comprehensive,Brown,1496.0,False,False,Bangalore,Karnataka
Petrol,50000.0,Automatic,Maruti,Maruti Swift,2018,715000.0,Third Party,Other,1197.0,False,False,Bangalore,Unknown
Petrol,14881.0,Automatic,Hyundai,Hyundai Creta,2021,1779000.0,Comprehensive,Black,1353.0,True,False,Bangalore,Karnataka
Petrol,54305.0,Manual,Hyundai,Hyundai i20,2012,404000.0,Third Party,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,50000.0,Manual,Hyundai,Hyundai i10,2016,358000.0,Third Party,Other,1086.0,False,False,Bangalore,Karnataka
Petrol,64998.0,Automatic,Maruti,Maruti Ignis,2017,581000.0,Comprehensive,Blue,1197.0,False,False,Bangalore,Karnataka
Petrol,75940.0,Manual,Hyundai,Hyundai i20,2015,630000.0,Third Party,Red,1197.0,False,False,Bangalore,Karnataka
Petrol,25639.0,Manual,Honda,Honda Jazz,2016,560000.0,Third Party,Gray,1199.0,False,False,Bangalore,Karnataka
Diesel,44107.0,Manual,Mahindra,Mahindra XUV500,2019,1551000.0,Third Party,Silver,2179.0,True,False,Bangalore,Karnataka
Petrol,60000.0,Manual,Hyundai,Hyundai Verna,2014,525000.0,Third Party,Other,1591.0,False,False,Bangalore,Unknown
Petrol,41594.0,Manual,Maruti,Maruti Celerio,2018,501000.0,Comprehensive,Other,998.0,False,False,Bangalore,Karnataka
Petrol,24786.0,Automatic,Maruti,Maruti Wagon R,2020,617000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Petrol,56000.0,Manual,Maruti,Maruti Alto K10,2017,365000.0,Third Party,Gray,998.0,False,False,Bangalore,Karnataka
Petrol,90000.0,Automatic,Honda,Honda City,2018,994999.9999999999,Comprehensive,White,1498.0,False,False,Bangalore,Karnataka
Petrol,31000.0,Manual,Hyundai,Hyundai i20,2019,775000.0,Comprehensive,Orange,1197.0,False,False,Bangalore,Karnataka
Petrol,36000.0,Manual,Hyundai,Hyundai Verna,2017,770000.0,Comprehensive,Other,1591.0,False,False,Bangalore,Karnataka
Petrol,19065.0,Manual,Maruti,Maruti Swift,2018,725000.0,Third Party,Gray,1197.0,False,False,Bangalore,Karnataka
Petrol,30538.0,Automatic,Honda,Honda Jazz,2019,840000.0,Comprehensive,White,1199.0,False,False,Bangalore,Karnataka
Petrol,48891.0,Manual,Hyundai,Hyundai i20,2018,799000.0,Comprehensive,Red,1197.0,False,False,Bangalore,Karnataka
Petrol,26676.0,Manual,Maruti,Maruti Swift,2018,696000.0,Third Party,White,1197.0,False,False,Bangalore,Karnataka
Petrol,35647.0,Manual,Maruti,Maruti Swift,2015,576000.0,Comprehensive,Red,1197.0,False,False,Bangalore,Karnataka
Petrol,31346.0,Manual,Honda,Honda City,2018,994999.9999999999,Third Party,Brown,1497.0,False,False,Bangalore,Karnataka
Petrol,79349.0,Manual,Hyundai,Hyundai i20,2015,594000.0,Third Party,Silver,1197.0,False,False,Bangalore,Karnataka
Diesel,88203.0,Manual,Mahindra,Mahindra XUV500,2015,927000.0,Comprehensive,Red,2179.0,True,False,Bangalore,Karnataka
Petrol,52228.0,Manual,Maruti,Maruti Wagon R,2015,426000.0,Comprehensive,Red,998.0,False,False,Bangalore,Karnataka
Diesel,70000.0,Automatic,Hyundai,Hyundai Creta,2015,1100000.0,Third Party,Other,1582.0,True,False,Bangalore,Karnataka
Petrol,47936.0,Automatic,Renault,Renault Duster,2019,848000.0,Comprehensive,Silver,1498.0,False,False,Bangalore,Karnataka
Petrol,110000.0,Manual,Honda,Honda City,2013,400000.0,Third Party,White,1497.0,False,False,Bangalore,Unknown
Petrol,45000.0,Manual,Hyundai,Hyundai Creta,2016,894999.9999999999,Comprehensive,White,1591.0,False,False,Bangalore,Karnataka
Petrol,20469.0,Manual,Hyundai,Hyundai Venue,2019,1099000.0,Third Party,Blue,998.0,True,False,Bangalore,Karnataka
Petrol,60000.0,Manual,Hyundai,Hyundai i20,2011,425000.0,Third Party,Other,1197.0,False,False,Bangalore,Unknown
Petrol,70000.0,Manual,Maruti,Maruti Swift Dzire,2012,445000.0,Comprehensive,Blue,1197.0,False,False,Bangalore,Karnataka
Diesel,150000.0,Manual,Skoda,Skoda Rapid,2014,320000.0,Third Party,Other,1598.0,True,False,Bangalore,Unknown
Petrol,46258.0,Manual,Volkswagen,Volkswagen Vento,2017,775000.0,Third Party,Gray,1598.0,False,False,Bangalore,Karnataka
Petrol,54242.0,Manual,Maruti,Maruti Wagon R,2013,327000.0,Comprehensive,Silver,998.0,False,False,Bangalore,Karnataka
Petrol,90727.0,Automatic,Honda,Honda Jazz,2017,661000.0,Comprehensive,Brown,1199.0,False,False,Bangalore,Karnataka
Diesel,100000.0,Manual,Mahindra,Mahindra XUV500,2012,775000.0,Comprehensive,White,2179.0,True,False,Bangalore,Karnataka
Petrol,31003.0,Manual,Maruti,Maruti Swift Dzire,2017,682000.0,Comprehensive,Brown,1197.0,False,False,Bangalore,Karnataka
Petrol,24233.0,Manual,Hyundai,Hyundai Grand i10,2017,577000.0,Third Party,Orange,1197.0,False,False,Bangalore,Karnataka
Petrol,90000.0,Manual,Volkswagen,Volkswagen Polo,2015,500000.0,Third Party,Other,1198.0,False,False,Bangalore,Karnataka
Petrol,36983.0,Manual,Honda,Honda Jazz,2017,679000.0,Comprehensive,Red,1199.0,False,False,Bangalore,Karnataka
Petrol,5440.0,Manual,Maruti,Maruti Swift,2021,776000.0,Third Party,Silver,1197.0,False,False,Bangalore,Karnataka
Petrol,8096.0,Manual,Tata,Tata Tiago,2021,690000.0,Zero Dep,Blue,1199.0,False,False,Bangalore,Karnataka
Diesel,120000.0,Manual,Skoda,Skoda Rapid,2012,380000.0,Third Party,Other,1598.0,True,False,Bangalore,Karnataka
Petrol,60000.0,Manual,Renault,Renault Duster,2014,560000.0,Third Party,Other,1598.0,False,False,Bangalore,Karnataka
Petrol,33040.0,Manual,Hyundai,Hyundai i20,2018,799000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
Diesel,30722.0,Manual,Hyundai,Hyundai i20,2019,835000.0,Third Party,White,1396.0,True,False,Bangalore,Karnataka
Diesel,80000.0,Manual,Honda,Honda City,2016,750000.0,Third Party,Other,1498.0,True,False,Bangalore,Unknown
Petrol,58778.0,Manual,Honda,Honda City,2014,527000.0,Comprehensive,Other,1497.0,False,False,Bangalore,Karnataka
Petrol,51395.0,Manual,Maruti,Maruti S-Presso,2019,426000.0,Comprehensive,Silver,998.0,False,False,Bangalore,Karnataka
Petrol,100000.0,Automatic,Ford,Ford Ecosport,2015,625000.0,Comprehensive,White,1496.0,False,False,Bangalore,Karnataka
Petrol,65881.0,Manual,Maruti,Maruti Swift Dzire,2013,447000.0,Comprehensive,Black,1197.0,False,False,Bangalore,Karnataka
Petrol,49934.0,Manual,Maruti,Maruti Swift,2014,552000.0,Comprehensive,White,1197.0,False,False,Bangalore,Karnataka
