ft,km,transmission,oem,model,modelYear,price,Insurance Validity,Color,Displacement,Turbo Charger,Super Charger,Location,RTO_grouped
Petrol,30000.0,Manual,Maruti,Maruti Ignis,2020,580000.0,Third Party,White,1197.0,False,False,Delhi,Delhi
Petrol,4108.0,Manual,Maruti,Maruti Ignis,2022,517000.0,Third Party,Silver,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,40000.0,Manual,Hyundai,Hyundai i20,2020,750000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Petrol,91926.0,Manual,Hyundai,Hyundai i10,2012,213000.0,Comprehensive,Other,1197.0,False,False,Delhi,Delhi
Gas,40000.0,Manual,Maruti,Maruti Ertiga,2021,1100000.0,Third Party,Other,1462.0,False,False,Delhi,Uttar Pradesh
Petrol,60000.0,Manual,Maruti,Maruti Baleno,2019,611000.0,Third Party,Other,1197.0,False,False,Delhi,Delhi
Diesel,36000.0,Automatic,Kia,Kia Seltos,2021,1851000.0000000002,Comprehensive,Black,1493.0,True,False,Delhi,Delhi
Petrol,50000.0,Manual,Hyundai,Hyundai Grand i10,2015,415000.00000000006,Comprehensive,Gray,1197.0,False,False,Delhi,Uttar Pradesh
Diesel,39000.0,Manual,Jeep,Jeep Compass,2017,1075000.0,Comprehensive,Silver,1956.0,True,False,Delhi,Delhi
Petrol,55000.0,Automatic,Maruti,Maruti Baleno,2016,550000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Petrol,24777.0,Manual,Renault,Renault Triber,2019,540000.0,Third Party,Yellow,999.0,False,False,Delhi,Delhi
Diesel,50000.0,Manual,Maruti,Maruti Vitara Brezza,2016,575000.0,Third Party,Other,1248.0,True,False,Delhi,Delhi
Petrol,50854.0,Manual,Maruti,Maruti Swift Dzire,2012,286000.0,Comprehensive,Other,1197.0,False,False,Delhi,Delhi
Petrol,52515.0,Manual,Maruti,Maruti Swift Dzire,2014,356000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Petrol,45000.0,Manual,Toyota,Toyota Innova Crysta,2020,1950000.0,Comprehensive,White,2694.0,False,False,Delhi,Haryana
Petrol,57806.0,Manual,Renault,Renault KWID,2017,295000.0,Comprehensive,Silver,799.0,False,False,Delhi,Haryana
Petrol,20000.0,Automatic,Honda,Honda City,2019,1000000.0,Third Party,Brown,1497.0,False,False,Delhi,Delhi
Petrol,66227.0,Manual,Datsun,Datsun RediGO,2018,213000.0,Zero Dep,Silver,799.0,False,False,Delhi,Uttar Pradesh
Petrol,100000.0,Manual,Hyundai,Hyundai i10,2010,135000.0,Third Party,Other,1086.0,False,False,Delhi,Delhi
Petrol,43220.0,Automatic,Tata,Tata Tiago,2019,595000.0,Comprehensive,Gray,1199.0,False,False,Delhi,Haryana
Petrol,100000.0,Manual,Hyundai,Hyundai Xcent,2015,300000.0,Third Party,Other,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,13500.0,Manual,Renault,Renault KWID,2018,425000.0,Comprehensive,Red,999.0,False,False,Delhi,Delhi
Petrol,43929.0,Manual,Maruti,Maruti Baleno,2016,478000.0,Third Party,White,1197.0,False,False,Delhi,Haryana
Petrol,70000.0,Manual,Maruti,Maruti Wagon R,2017,450000.0,Third Party,Other,998.0,False,False,Delhi,Delhi
Diesel,70000.0,Manual,Mahindra,Mahindra XUV500,2018,900000.0,Third Party,Other,2179.0,True,False,Delhi,Delhi
Petrol,50000.0,Manual,Maruti,Maruti Baleno,2020,680000.0,Third Party,Other,1197.0,False,False,Delhi,Delhi
Petrol,100000.0,Manual,Hyundai,Hyundai i10,2010,135000.0,Third Party,Other,1086.0,False,False,Delhi,Delhi
Petrol,34250.0,Manual,Renault,Renault KWID,2018,385000.0,Comprehensive,White,799.0,False,False,Delhi,Haryana
Petrol,90000.0,Manual,Honda,Honda Brio,2012,240000.0,Third Party,Other,1198.0,False,False,Delhi,Unknown
Gas,64847.0,Manual,Hyundai,Hyundai Grand i10 Nios,2020,626000.0,Third Party,Silver,1197.0,False,False,Delhi,Delhi
Diesel,50000.0,Manual,Hyundai,Hyundai Creta,2021,1350000.0,Third Party,Black,1493.0,True,False,Delhi,Unknown
Petrol,41200.0,Automatic,Maruti,Maruti Ignis,2018,505000.0,Not Available,White,1197.0,False,False,Delhi,Haryana
Petrol,67000.0,Automatic,Ford,Ford Ecosport,2018,749000.0,Comprehensive,Silver,1496.0,False,False,Delhi,Delhi
Petrol,41705.0,Manual,Hyundai,Hyundai EON,2011,140000.0,Third Party,Silver,814.0,False,False,Delhi,Delhi
Diesel,120000.0,Manual,Maruti,Maruti Swift,2014,325000.0,Third Party,Other,1248.0,True,False,Delhi,Haryana
Petrol,55000.0,Manual,Maruti,Maruti Swift,2017,430999.99999999994,Comprehensive,Gray,1197.0,False,False,Delhi,Delhi
Petrol,69000.0,Manual,Hyundai,Hyundai Creta,2017,780000.0,Third Party,White,1591.0,False,False,Delhi,Delhi
Petrol,90000.0,Manual,Hyundai,Hyundai i10,2009,170000.0,Third Party,Other,1197.0,False,False,Delhi,Unknown
Petrol,18432.0,Automatic,Maruti,Maruti Vitara Brezza,2021,949000.0,Zero Dep,Silver,1462.0,False,False,Delhi,Uttar Pradesh
Petrol,43584.0,Manual,Honda,Honda Amaze,2016,479000.0,Third Party,White,1198.0,False,False,Delhi,Haryana
Petrol,17665.0,Manual,Maruti,Maruti Baleno,2017,562000.0,Third Party,White,1197.0,False,False,Delhi,Delhi
Diesel,70000.0,Manual,Ford,Ford Ecosport,2017,600000.0,Third Party,Other,1498.0,True,False,Delhi,Delhi
Petrol,70000.0,Manual,Hyundai,Hyundai Grand i10,2015,420000.0,Third Party,Other,1197.0,False,False,Delhi,Unknown
Petrol,63000.0,Manual,Honda,Honda City,2015,549000.0,Comprehensive,White,1497.0,False,False,Delhi,Delhi
Petrol,45244.0,Manual,Volkswagen,Volkswagen Polo,2013,322000.0,Third Party,White,1198.0,False,False,Delhi,Haryana
Petrol,80000.0,Manual,Hyundai,Hyundai i10,2009,180000.0,Third Party,Other,1197.0,False,False,Delhi,Delhi
Petrol,77611.0,Manual,Maruti,Maruti Baleno,2016,472000.0,Comprehensive,Blue,1197.0,False,False,Delhi,Haryana
Petrol,68000.0,Manual,Hyundai,Hyundai Creta,2016,715000.0,Comprehensive,White,1591.0,False,False,Delhi,Delhi
Petrol,30000.0,Manual,Honda,Honda City,2021,900000.0,Third Party,Other,1497.0,False,False,Delhi,Uttar Pradesh
Petrol,15000.0,Automatic,Toyota,Toyota Innova Crysta,2022,2550000.0,Comprehensive,White,2694.0,False,False,Delhi,Unknown
Petrol,67000.0,Manual,Honda,Honda City,2014,499000.0,Comprehensive,Gray,1497.0,False,False,Delhi,Delhi
Petrol,34568.0,Manual,Maruti,Maruti Swift,2017,445000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Petrol,54101.0,Manual,Volkswagen,Volkswagen Polo,2017,501000.0,Zero Dep,Red,1199.0,False,False,Delhi,Uttar Pradesh
Petrol,67000.0,Manual,Honda,Honda Amaze,2016,440000.00000000006,Comprehensive,Silver,1199.0,False,False,Delhi,Delhi
Petrol,88952.0,Automatic,Volkswagen,Volkswagen Vento,2016,631000.0,Third Party,Yellow,1197.0,True,False,Delhi,Delhi
Petrol,65000.0,Manual,Maruti,Maruti Wagon R,2019,545000.0,Comprehensive,Blue,1197.0,False,False,Delhi,Haryana
Petrol,69000.0,Automatic,Honda,Honda City,2015,549000.0,Comprehensive,Gray,1497.0,False,False,Delhi,Delhi
Petrol,50979.0,Manual,Maruti,Maruti Wagon R,2012,243000.00000000003,Comprehensive,Blue,998.0,False,False,Delhi,Uttar Pradesh
Petrol,58696.0,Manual,Hyundai,Hyundai i20,2016,546000.0,Third Party,Other,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,30000.0,Automatic,Hyundai,Hyundai Venue,2022,1090000.0,Third Party,Blue,998.0,True,False,Delhi,Unknown
Petrol,44000.0,Manual,Maruti,Maruti Ignis,2020,575000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Petrol,30000.0,Automatic,Maruti,Maruti Swift Dzire,2022,800000.0,Third Party,Gray,1197.0,False,False,Delhi,Karnataka
Petrol,18110.0,Manual,Tata,Tata Nexon,2021,819999.9999999999,Zero Dep,White,1199.0,False,False,Delhi,Uttar Pradesh
Diesel,90000.0,Manual,Mahindra,Mahindra XUV500,2014,545000.0,Third Party,Other,2179.0,True,False,Delhi,Unknown
Petrol,24349.0,Manual,Honda,Honda WR-V,2017,625000.0,Third Party,Silver,1199.0,False,False,Delhi,Delhi
Diesel,60000.0,Manual,Hyundai,Hyundai Creta,2019,800000.0,Third Party,White,1396.0,False,False,Delhi,Delhi
Petrol,81711.0,Manual,Hyundai,Hyundai i20,2017,599000.0,Zero Dep,Blue,1197.0,False,False,Delhi,Haryana
Gas,30400.0,Manual,Tata,Tata Tiago,2022,725000.0,Comprehensive,White,1199.0,False,False,Delhi,Haryana
Petrol,23961.0,Manual,Hyundai,Hyundai EON,2013,216000.0,Comprehensive,Silver,814.0,False,False,Delhi,Uttar Pradesh
Petrol,92000.0,Manual,Hyundai,Hyundai Verna,2012,335000.0,Comprehensive,White,1591.0,False,False,Delhi,Delhi
Petrol,59801.0,Automatic,Hyundai,Hyundai Creta,2018,1150000.0,Comprehensive,Silver,1591.0,False,False,Delhi,Delhi
Petrol,32228.0,Automatic,Maruti,Maruti Vitara Brezza,2020,985000.0,Comprehensive,White,1462.0,False,False,Delhi,Delhi
Diesel,88594.0,Manual,Honda,Honda Amaze,2018,567000.0,Comprehensive,Silver,1498.0,True,False,Delhi,Uttar Pradesh
Diesel,33756.0,Manual,Hyundai,Hyundai Creta,2017,880000.0000000001,Comprehensive,White,1582.0,True,False,Delhi,Delhi
Petrol,38192.0,Manual,Honda,Honda WR-V,2017,738000.0,Zero Dep,White,1199.0,False,False,Delhi,Uttar Pradesh
Petrol,97411.0,Manual,Honda,Honda Amaze,2017,469000.00000000006,Comprehensive,Silver,1198.0,False,False,Delhi,Haryana
Petrol,11077.0,Automatic,Honda,Honda Jazz,2021,935000.0,Zero Dep,White,1199.0,False,False,Delhi,Delhi
Diesel,55000.0,Manual,Hyundai,Hyundai Creta,2020,1290000.0,Third Party,Blue,1582.0,True,False,Delhi,Uttar Pradesh
Petrol,43100.0,Automatic,Skoda,Skoda Rapid,2016,765000.0,Third Party,Silver,1598.0,False,False,Delhi,Delhi
Diesel,82501.0,Manual,Ford,Ford Ecosport,2018,765000.0,Comprehensive,White,1498.0,True,False,Delhi,Uttar Pradesh
Petrol,91881.0,Manual,Maruti,Maruti Baleno,2016,524000.0,Comprehensive,Blue,1197.0,False,False,Delhi,Haryana
Petrol,36000.0,Manual,Maruti,Maruti Swift,2017,380000.0,Third Party,White,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,62479.0,Automatic,Maruti,Maruti Baleno,2018,621000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Petrol,51000.0,Manual,Honda,Honda Brio,2013,229999.99999999997,Comprehensive,Gray,1198.0,False,False,Delhi,Delhi
Petrol,63774.0,Manual,Hyundai,Hyundai i20,2015,549000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Petrol,45000.0,Manual,Honda,Honda Amaze,2017,475000.0,Comprehensive,Gray,1198.0,False,False,Delhi,Delhi
Petrol,27381.0,Manual,Hyundai,Hyundai Verna,2016,649000.0,Comprehensive,Other,1591.0,False,False,Delhi,Delhi
Gas,54147.0,Manual,Maruti,Maruti Alto 800,2017,290000.0,Comprehensive,White,796.0,False,False,Delhi,Haryana
Petrol,49000.0,Manual,Maruti,Maruti Wagon R,2015,295000.0,Comprehensive,Gray,998.0,False,False,Delhi,Delhi
Petrol,63000.0,Manual,Maruti,Maruti Swift Dzire,2016,484999.99999999994,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Petrol,55000.0,Manual,Honda,Honda City,2018,825000.0,Comprehensive,Silver,1497.0,False,False,Delhi,Haryana
Petrol,14598.0,Manual,Hyundai,Hyundai Verna,2019,1016000.0,Zero Dep,Brown,1591.0,False,False,Delhi,Haryana
Diesel,40190.0,Manual,Maruti,Maruti Vitara Brezza,2018,736000.0,Comprehensive,Red,1248.0,True,False,Delhi,Delhi
Diesel,80000.0,Automatic,Hyundai,Hyundai Creta,2016,766000.0,Comprehensive,Silver,1582.0,True,False,Delhi,Delhi
Petrol,46445.0,Manual,Hyundai,Hyundai Creta,2016,859000.0,Comprehensive,Silver,1591.0,False,False,Delhi,Delhi
Petrol,6000.0,Manual,Toyota,Toyota Innova Crysta,2022,1910000.0000000002,Comprehensive,Gray,2694.0,False,False,Delhi,Haryana
Petrol,65083.0,Manual,Maruti,Maruti Ciaz,2017,704000.0,Third Party,Brown,1373.0,False,False,Delhi,Uttar Pradesh
Petrol,5378.0,Automatic,Honda,Honda City,2021,1443000.0,Zero Dep,Red,1498.0,False,False,Delhi,Uttar Pradesh
Petrol,63001.0,Automatic,Honda,Honda City,2016,765000.0,Comprehensive,Brown,1497.0,False,False,Delhi,Uttar Pradesh
Petrol,15000.0,Manual,Renault,Renault Triber,2022,675000.0,Third Party,Gold,999.0,False,False,Delhi,Delhi
Petrol,11000.0,Automatic,Hyundai,Hyundai Creta,2022,1975000.0,Comprehensive,White,1397.0,True,False,Delhi,Delhi
Petrol,24000.0,Manual,Hyundai,Hyundai Creta,2021,1095000.0,Comprehensive,Black,1497.0,False,False,Delhi,Delhi
Petrol,55000.0,Manual,Honda,Honda City,2018,850000.0,Comprehensive,Silver,1497.0,False,False,Delhi,Haryana
Petrol,60665.0,Manual,Maruti,Maruti Baleno,2020,621000.0,Third Party,Gray,1197.0,False,False,Delhi,Haryana
Petrol,10000.0,Manual,Hyundai,Hyundai Creta,2021,1120000.0,Third Party,Other,1497.0,False,False,Delhi,Unknown
Diesel,82896.0,Manual,Maruti,Maruti Ertiga,2012,727000.0,Third Party,Black,1248.0,True,False,Delhi,Delhi
Petrol,57463.0,Manual,Honda,Honda City,2015,622000.0,Comprehensive,Silver,1497.0,False,False,Delhi,Delhi
Petrol,3100.0,Manual,Hyundai,Hyundai Creta,2023,1310000.0,Comprehensive,White,1497.0,False,False,Delhi,Uttar Pradesh
Petrol,58716.0,Manual,Ford,Ford Ecosport,2016,625000.0,Zero Dep,Brown,1499.0,False,False,Delhi,Uttar Pradesh
Petrol,27000.0,Manual,Hyundai,Hyundai i20,2021,725000.0,Comprehensive,Gray,1197.0,False,False,Delhi,Delhi
Petrol,51017.0,Manual,Maruti,Maruti Baleno,2017,532000.0,Comprehensive,Red,1197.0,False,False,Delhi,Delhi
Petrol,17000.0,Manual,Maruti,Maruti Baleno,2022,710000.0,Comprehensive,Blue,1197.0,False,False,Delhi,Delhi
Petrol,49000.0,Automatic,Maruti,Maruti Ciaz,2016,690000.0,Comprehensive,Silver,1373.0,False,False,Delhi,Delhi
Petrol,70000.0,Manual,Maruti,Maruti Swift Dzire,2013,350000.0,Comprehensive,White,1197.0,False,False,Delhi,Delhi
Petrol,56000.0,Manual,Hyundai,Hyundai EON,2016,261000.0,Comprehensive,White,814.0,False,False,Delhi,Uttar Pradesh
Petrol,9343.0,Manual,Honda,Honda WR-V,2021,866000.0,Third Party,Silver,1199.0,False,False,Delhi,Delhi
Petrol,90347.0,Automatic,Hyundai,Hyundai Creta,2017,944000.0,Third Party,White,1591.0,False,False,Delhi,Delhi
Petrol,87313.0,Manual,Honda,Honda City,2014,574000.0,Comprehensive,Brown,1497.0,False,False,Delhi,Delhi
Petrol,39000.0,Manual,Honda,Honda Jazz,2015,449000.0,Comprehensive,White,1199.0,False,False,Delhi,Haryana
Petrol,27684.0,Manual,Honda,Honda WR-V,2017,719000.0,Third Party,Red,1199.0,False,False,Delhi,Delhi
Petrol,22000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2017,3300000.0,Comprehensive,White,1991.0,True,False,Delhi,Delhi
Petrol,71566.0,Manual,Ford,Ford Figo,2019,507000.0,Comprehensive,Gray,1194.0,False,False,Delhi,Delhi
Petrol,75455.0,Automatic,Honda,Honda City,2015,665000.0,Third Party,Gray,1497.0,False,False,Delhi,Haryana
Petrol,85031.0,Automatic,Hyundai,Hyundai Creta,2018,1052000.0,Comprehensive,Silver,1591.0,False,False,Delhi,Uttar Pradesh
Diesel,37527.0,Manual,Ford,Ford Ecosport,2020,930000.0000000001,Zero Dep,White,1498.0,True,False,Delhi,Uttar Pradesh
Diesel,80000.0,Manual,Maruti,Maruti Vitara Brezza,2019,850000.0,Comprehensive,Gray,1248.0,True,False,Delhi,Haryana
Diesel,40000.0,Automatic,Mahindra,Mahindra XUV500,2018,1300000.0,Third Party,Black,2179.0,True,False,Delhi,Delhi
Diesel,40011.0,Automatic,Jeep,Jeep Compass,2021,2450000.0,Comprehensive,Gray,1956.0,False,False,Delhi,Haryana
Petrol,85000.0,Manual,Maruti,Maruti Ertiga,2016,735000.0,Comprehensive,Gray,1462.0,False,False,Delhi,Uttar Pradesh
Petrol,36206.0,Manual,Ford,Ford Ecosport,2018,726000.0,Zero Dep,Blue,1497.0,False,False,Delhi,Delhi
Diesel,48011.0,Manual,Toyota,Toyota Innova Crysta,2017,1650000.0,Comprehensive,White,2393.0,True,False,Delhi,Delhi
Petrol,86919.0,Manual,Maruti,Maruti Baleno,2019,688000.0,Comprehensive,Blue,1197.0,False,False,Delhi,Uttar Pradesh
Gas,69650.0,Manual,Honda,Honda Amaze,2014,365000.0,Comprehensive,Silver,1198.0,False,False,Delhi,Haryana
Petrol,52439.0,Manual,Hyundai,Hyundai i10,2013,335000.0,Comprehensive,White,1086.0,False,False,Delhi,Delhi
Petrol,82347.0,Automatic,Maruti,Maruti Ciaz,2014,528000.0,Comprehensive,White,1373.0,False,False,Delhi,Uttar Pradesh
Petrol,97249.0,Manual,Maruti,Maruti Ciaz,2014,511000.00000000006,Third Party,Gray,1373.0,False,False,Delhi,Haryana
Diesel,52368.0,Manual,Maruti,Maruti Vitara Brezza,2018,849000.0,Third Party,White,1248.0,True,False,Delhi,Delhi
Petrol,80000.0,Manual,Honda,Honda Amaze,2020,500000.0,Third Party,Gray,1199.0,False,False,Delhi,Delhi
Diesel,85162.0,Manual,Honda,Honda WR-V,2017,525000.0,Third Party,Other,1498.0,True,False,Delhi,Haryana
Petrol,83863.0,Automatic,Maruti,Maruti Ertiga,2017,775000.0,Third Party,Other,1373.0,False,False,Delhi,Haryana
Petrol,62526.0,Manual,Honda,Honda Jazz,2016,486000.00000000006,Zero Dep,Silver,1199.0,False,False,Delhi,Haryana
Petrol,40000.0,Manual,Maruti,Maruti Swift,2018,450000.0,Third Party,White,1197.0,False,False,Delhi,Delhi
Diesel,35331.0,Manual,Renault,Renault Duster,2019,989000.0,Zero Dep,Brown,1461.0,False,False,Delhi,Delhi
Petrol,14893.0,Manual,Hyundai,Hyundai Santro,2019,526000.0,Zero Dep,Other,1086.0,False,False,Delhi,Haryana
Petrol,110000.0,Manual,Maruti,Maruti Wagon R,2011,170000.0,Third Party,Silver,998.0,False,False,Delhi,Delhi
Petrol,55215.0,Manual,Hyundai,Hyundai Grand i10,2016,434000.0,Zero Dep,Red,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,100000.0,Manual,Honda,Honda City,2014,300000.0,Third Party,Silver,1497.0,False,False,Delhi,Delhi
Diesel,49930.0,Manual,Hyundai,Hyundai Verna,2021,1103000.0,Third Party,White,1493.0,True,False,Delhi,Uttar Pradesh
Diesel,54000.0,Manual,Maruti,Maruti Vitara Brezza,2017,645000.0,Third Party,Red,1248.0,True,False,Delhi,Haryana
Petrol,60000.0,Manual,Hyundai,Hyundai i10,2011,130000.0,Third Party,Other,1197.0,False,False,Delhi,Delhi
Petrol,60000.0,Manual,Hyundai,Hyundai i10,2009,85000.0,Third Party,Other,1197.0,False,False,Delhi,Delhi
Petrol,67593.0,Manual,Honda,Honda Amaze,2015,422000.0,Third Party,Brown,1198.0,False,False,Delhi,Delhi
Diesel,50000.0,Automatic,Hyundai,Hyundai Creta,2020,1500000.0,Third Party,Other,1493.0,True,False,Delhi,Unknown
Petrol,88882.0,Manual,Maruti,Maruti Baleno,2016,495000.0,Comprehensive,Blue,1197.0,False,False,Delhi,Delhi
Diesel,100000.0,Manual,Maruti,Maruti Swift Dzire,2014,215000.0,Third Party,Other,1248.0,True,False,Delhi,Delhi
Petrol,79328.0,Automatic,Honda,Honda Jazz,2017,565000.0,Comprehensive,Silver,1199.0,False,False,Delhi,Uttar Pradesh
Petrol,50000.0,Manual,Maruti,Maruti Alto K10,2017,280000.0,Third Party,Other,998.0,False,False,Delhi,Haryana
Petrol,62113.0,Manual,Maruti,Maruti Baleno,2017,524000.0,Third Party,Silver,1197.0,False,False,Delhi,Delhi
Petrol,2300.0,Manual,Hyundai,Hyundai Creta,2023,1650000.0,Comprehensive,Black,1497.0,False,False,Delhi,Delhi
Diesel,120000.0,Manual,Tata,Tata Tiago,2018,315000.0,Third Party,Other,1047.0,True,False,Delhi,Haryana
Petrol,60000.0,Manual,Hyundai,Hyundai Verna,2018,750000.0,Third Party,Other,1591.0,False,False,Delhi,Delhi
Petrol,30000.0,Manual,Maruti,Maruti Baleno,2021,635000.0,Third Party,Other,1197.0,False,False,Delhi,Unknown
Diesel,67000.0,Manual,Jeep,Jeep Compass,2018,1110000.0,Comprehensive,Gray,1956.0,True,False,Delhi,Haryana
Petrol,86183.0,Manual,Hyundai,Hyundai Grand i10,2016,450000.0,Zero Dep,Red,1197.0,False,False,Delhi,Delhi
Petrol,88991.0,Manual,Maruti,Maruti Swift,2013,346000.0,Third Party,White,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,55000.0,Automatic,Jeep,Jeep Compass,2019,1475000.0,Comprehensive,Black,1368.0,True,False,Delhi,Uttar Pradesh
Petrol,16452.0,Automatic,Renault,Renault KWID,2017,300000.0,Comprehensive,Silver,999.0,False,False,Delhi,Haryana
Gas,31029.0,Manual,Tata,Tata Tiago,2022,740000.0,Zero Dep,Silver,1199.0,False,False,Delhi,Delhi
Petrol,40000.0,Manual,Maruti,Maruti Swift,2018,450000.0,Third Party,Other,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,46724.0,Manual,Hyundai,Hyundai i20,2014,403000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Haryana
Petrol,86000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2011,750000.0,Third Party,Silver,1991.0,True,False,Delhi,Delhi
Diesel,40000.0,Manual,Mahindra,Mahindra XUV500,2015,800000.0,Third Party,Other,2179.0,True,False,Delhi,Unknown
Petrol,60000.0,Manual,Honda,Honda City,2016,660000.0,Comprehensive,Gray,1497.0,False,False,Delhi,Unknown
Petrol,60000.0,Manual,Maruti,Maruti Wagon R,2009,150000.0,Third Party,Other,1061.0,False,False,Delhi,Unknown
Diesel,80000.0,Manual,Maruti,Maruti Celerio,2015,220000.00000000003,Third Party,Other,793.0,False,False,Delhi,Delhi
Gas,71727.0,Manual,Hyundai,Hyundai Grand i10 Nios,2021,676000.0,Third Party,Silver,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,85482.0,Manual,Honda,Honda WR-V,2017,686000.0,Third Party,White,1199.0,False,False,Delhi,Haryana
Petrol,89581.0,Manual,Hyundai,Hyundai Verna,2017,798000.0,Zero Dep,Silver,1591.0,False,False,Delhi,Haryana
Petrol,110000.0,Automatic,Skoda,Skoda Rapid,2014,275000.0,Third Party,Other,1598.0,False,False,Delhi,Delhi
Diesel,66175.0,Manual,Maruti,Maruti Vitara Brezza,2018,787000.0,Comprehensive,Silver,1248.0,True,False,Delhi,Haryana
Petrol,63521.0,Manual,Hyundai,Hyundai Grand i10,2016,425000.0,Comprehensive,Other,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,18021.0,Manual,Maruti,Maruti Swift Dzire,2021,700000.0,Comprehensive,White,1197.0,False,False,Delhi,Uttar Pradesh
Petrol,90000.0,Manual,Maruti,Maruti Wagon R,2008,61000.0,Third Party,Other,1061.0,False,False,Delhi,Delhi
Petrol,39076.0,Manual,Ford,Ford Figo,2021,711000.0,Third Party,Silver,1194.0,False,False,Delhi,Delhi
Gas,106848.0,Manual,Maruti,Maruti Celerio,2018,423000.00000000006,Zero Dep,Silver,998.0,False,False,Delhi,Delhi
Diesel,105000.0,Manual,Toyota,Toyota Innova Crysta,2017,1500000.0,Third Party,White,2393.0,True,False,Delhi,Uttar Pradesh
Petrol,111237.0,Manual,Hyundai,Hyundai i10,2010,140000.0,Third Party,Silver,1197.0,False,False,Delhi,Haryana
Petrol,70000.0,Automatic,Volkswagen,Volkswagen Polo,2018,715000.0,Third Party,Other,1197.0,True,False,Delhi,Unknown
Diesel,37000.0,Manual,Maruti,Maruti Baleno,2019,650000.0,Comprehensive,Gray,1248.0,True,False,Delhi,Haryana
Petrol,8000.0,Automatic,Mercedes-Benz,Mercedes-Benz C-Class,2020,4399000.0,Comprehensive,Black,1950.0,True,False,Delhi,Delhi
Diesel,120000.0,Manual,Honda,Honda City,2014,499000.0,Third Party,Other,1498.0,True,False,Delhi,Haryana
Petrol,70000.0,Manual,Maruti,Maruti Swift Dzire,2010,150000.0,Third Party,Other,1298.0,False,False,Delhi,Delhi
Petrol,19717.0,Manual,Maruti,Maruti Celerio,2018,459000.0,Third Party,Silver,998.0,False,False,Delhi,Haryana
Petrol,35495.0,Manual,Maruti,Maruti Alto K10,2017,332000.0,Third Party,White,998.0,False,False,Delhi,Haryana
Petrol,27401.0,Automatic,Jeep,Jeep Compass,2018,1550000.0,Third Party,Red,1368.0,True,False,Delhi,Haryana
Petrol,15981.0,Manual,Maruti,Maruti S-Presso,2019,426999.99999999994,Comprehensive,Silver,998.0,False,False,Delhi,Delhi
Petrol,7500.0,Automatic,MG,MG Hector,2022,1900000.0,Comprehensive,Gray,1451.0,True,False,Delhi,Uttar Pradesh
Petrol,73052.0,Manual,Hyundai,Hyundai i10,2011,183000.0,Third Party,Silver,1197.0,False,False,Delhi,Delhi
Petrol,61000.0,Automatic,Honda,Honda City,2014,571000.0,Comprehensive,Gray,1497.0,False,False,Delhi,Delhi
Petrol,39000.0,Manual,Hyundai,Hyundai Xcent,2018,525000.0,Third Party,White,1197.0,False,False,Delhi,Delhi
Petrol,120000.0,Manual,Maruti,Maruti Wagon R,2006,60000.0,Third Party,Other,998.0,False,False,Delhi,Gujarat
Petrol,30000.0,Manual,Renault,Renault KWID,2018,265000.0,Third Party,Other,799.0,False,False,Delhi,Delhi
Petrol,4975.0,Manual,Maruti,Maruti Ignis,2022,519000.00000000006,Comprehensive,Silver,1197.0,False,False,Delhi,Haryana
Gas,48000.0,Manual,Maruti,Maruti Alto 800,2014,249000.00000000003,Comprehensive,Silver,796.0,False,False,Delhi,Delhi
Petrol,36758.0,Manual,Renault,Renault Triber,2021,558000.0,Third Party,Orange,999.0,False,False,Delhi,Delhi
Petrol,66000.0,Manual,Volkswagen,Volkswagen Polo,2011,275000.0,Comprehensive,Silver,1198.0,False,False,Delhi,Delhi
Petrol,6088.0,Manual,Maruti,Maruti Ignis,2021,524000.0,Comprehensive,Silver,1197.0,False,False,Delhi,Delhi
Petrol,23000.0,Automatic,Hyundai,Hyundai i20,2018,675000.0,Comprehensive,Red,1197.0,False,False,Delhi,Delhi
Petrol,41732.0,Manual,Maruti,Maruti Baleno,2018,546000.0,Zero Dep,Silver,1197.0,False,False,Delhi,Haryana
Diesel,51000.0,Manual,Maruti,Maruti Vitara Brezza,2019,775000.0,Comprehensive,White,1248.0,True,False,Delhi,Delhi
Petrol,38000.0,Manual,Hyundai,Hyundai EON,2015,245000.00000000003,Comprehensive,White,814.0,False,False,Delhi,Delhi
